2021-06-29 12:06:432 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:764 INFO  HomePage :45 - Get Email id:[[ChromeDriver: chrome on WINDOWS (9152c9488bb5da5efb7b5fc396951984)] -> name: Password]
2021-06-30 11:06:20 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (9152c9488bb5da5efb7b5fc396951984)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:759 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:938 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (7cd70b03c013672a5c5b852ac5c370b0)] -> link text: Log in]
2021-06-30 11:06:974 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (7cd70b03c013672a5c5b852ac5c370b0)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:166 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (7cd70b03c013672a5c5b852ac5c370b0)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:505 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (7cd70b03c013672a5c5b852ac5c370b0)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:536 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (7cd70b03c013672a5c5b852ac5c370b0)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:83 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:847 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (12c02ae67b0d0ddd558950c6982a749a)] -> link text: Log in]
2021-06-30 11:06:887 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (12c02ae67b0d0ddd558950c6982a749a)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:81 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (12c02ae67b0d0ddd558950c6982a749a)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:428 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (12c02ae67b0d0ddd558950c6982a749a)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:464 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (12c02ae67b0d0ddd558950c6982a749a)] -> xpath: //div[@class='message-error validation-summary-errors']]
2021-06-30 11:06:202 INFO  BasePage :34 - Launching Chrome Browser 
2021-06-30 11:06:774 INFO  HomePage :29 - Clicking on Login Link:[[ChromeDriver: chrome on WINDOWS (9f258bb9b0ad5f5898f37a5c77240de0)] -> link text: Log in]
2021-06-30 11:06:818 INFO  HomePage :36 - Get Email id:[[ChromeDriver: chrome on WINDOWS (9f258bb9b0ad5f5898f37a5c77240de0)] -> xpath: //input[@id='Email']]
2021-06-30 11:06:976 INFO  HomePage :89 - Get password:[[ChromeDriver: chrome on WINDOWS (9f258bb9b0ad5f5898f37a5c77240de0)] -> xpath: //input[@id='Password']]
2021-06-30 11:06:195 INFO  HomePage :41 - Clicking on Login button:[[ChromeDriver: chrome on WINDOWS (9f258bb9b0ad5f5898f37a5c77240de0)] -> xpath: //button[@class='button-1 login-button']]
2021-06-30 11:06:234 INFO  HomePage :55 - Getting error message : [[ChromeDriver: chrome on WINDOWS (9f258bb9b0ad5f5898f37a5c77240de0)] -> xpath: //div[@class='message-error validation-summary-errors']]
